track_id,image_path,lp,train
./crop_m2/I00024.png,./crop_m2/I00024.png,1BC4146,0
./crop_m2/I00024.png,./crop_h2/I00024.png,1BC4146,0
./crop_m2/I00025.png,./crop_m2/I00025.png,5B77655,0
./crop_m2/I00025.png,./crop_h2/I00025.png,5B77655,0
./crop_m2/I00026.png,./crop_m2/I00026.png,6B67495,0
./crop_m2/I00026.png,./crop_h2/I00026.png,6B67495,0
./crop_m2/I00027.png,./crop_m2/I00027.png,BZP2087,0
./crop_m2/I00027.png,./crop_h2/I00027.png,BZP2087,0
./crop_m2/I00028.png,./crop_m2/I00028.png,5C93988,0
./crop_m2/I00028.png,./crop_h2/I00028.png,5C93988,0
./crop_m2/I00029.png,./crop_m2/I00029.png,2B65055,0
./crop_m2/I00029.png,./crop_h2/I00029.png,2B65055,0
./crop_m2/I00030.png,./crop_m2/I00030.png,3AI0851,0
./crop_m2/I00030.png,./crop_h2/I00030.png,3AI0851,0
./crop_m2/I00031.png,./crop_m2/I00031.png,2SE8601,0
./crop_m2/I00031.png,./crop_h2/I00031.png,2SE8601,0
./crop_m2/I00032.png,./crop_m2/I00032.png,7B11859,0
./crop_m2/I00032.png,./crop_h2/I00032.png,7B11859,0
./crop_m2/I00033.png,./crop_m2/I00033.png,3AI0851,0
./crop_m2/I00033.png,./crop_h2/I00033.png,3AI0851,0
./crop_m2/I00034.png,./crop_m2/I00034.png,8B23170,0
./crop_m2/I00034.png,./crop_h2/I00034.png,8B23170,0
./crop_m2/I00035.png,./crop_m2/I00035.png,9B84391,0
./crop_m2/I00035.png,./crop_h2/I00035.png,9B84391,0
./crop_m2/I00036.png,./crop_m2/I00036.png,2B13579,0
./crop_m2/I00036.png,./crop_h2/I00036.png,2B13579,0
./crop_m2/I00037.png,./crop_m2/I00037.png,5B08436,0
./crop_m2/I00037.png,./crop_h2/I00037.png,5B08436,0
./crop_m2/I00038.png,./crop_m2/I00038.png,4AF9553,0
./crop_m2/I00038.png,./crop_h2/I00038.png,4AF9553,0
./crop_m2/I00039.png,./crop_m2/I00039.png,2B52739,0
./crop_m2/I00039.png,./crop_h2/I00039.png,2B52739,0
./crop_m2/I00040.png,./crop_m2/I00040.png,7B00844,0
./crop_m2/I00040.png,./crop_h2/I00040.png,7B00844,0
./crop_m2/I00041.png,./crop_m2/I00041.png,6B68384,0
./crop_m2/I00041.png,./crop_h2/I00041.png,6B68384,0
./crop_m2/I00042.png,./crop_m2/I00042.png,7B15714,0
./crop_m2/I00042.png,./crop_h2/I00042.png,7B15714,0
./crop_m2/I00043.png,./crop_m2/I00043.png,7B29430,0
./crop_m2/I00043.png,./crop_h2/I00043.png,7B29430,0
./crop_m2/I00044.png,./crop_m2/I00044.png,7B61623,0
./crop_m2/I00044.png,./crop_h2/I00044.png,7B61623,0
./crop_m2/I00045.png,./crop_m2/I00045.png,2B89928,0
./crop_m2/I00045.png,./crop_h2/I00045.png,2B89928,0
./crop_m2/I00046.png,./crop_m2/I00046.png,6B67033,0
./crop_m2/I00046.png,./crop_h2/I00046.png,6B67033,0
./crop_m2/I00047.png,./crop_m2/I00047.png,9B84759,0
./crop_m2/I00047.png,./crop_h2/I00047.png,9B84759,0
./crop_m2/I00048.png,./crop_m2/I00048.png,1BB8851,0
./crop_m2/I00048.png,./crop_h2/I00048.png,1BB8851,0
./crop_m2/I00049.png,./crop_m2/I00049.png,6B50430,0
./crop_m2/I00049.png,./crop_h2/I00049.png,6B50430,0
./crop_m2/I00050.png,./crop_m2/I00050.png,6B00320,0
./crop_m2/I00050.png,./crop_h2/I00050.png,6B00320,0
./crop_m2/I00051.png,./crop_m2/I00051.png,4B45969,0
./crop_m2/I00051.png,./crop_h2/I00051.png,4B45969,0
./crop_m2/I00052.png,./crop_m2/I00052.png,7B58307,0
./crop_m2/I00052.png,./crop_h2/I00052.png,7B58307,0
./crop_m2/I00053.png,./crop_m2/I00053.png,BZC4939,0
./crop_m2/I00053.png,./crop_h2/I00053.png,BZC4939,0
./crop_m2/I00054.png,./crop_m2/I00054.png,1BB6338,0
./crop_m2/I00054.png,./crop_h2/I00054.png,1BB6338,0
./crop_m2/I00055.png,./crop_m2/I00055.png,1BA0888,0
./crop_m2/I00055.png,./crop_h2/I00055.png,1BA0888,0
./crop_m2/I00056.png,./crop_m2/I00056.png,9B49365,0
./crop_m2/I00056.png,./crop_h2/I00056.png,9B49365,0
./crop_m2/I00057.png,./crop_m2/I00057.png,6B26050,0
./crop_m2/I00057.png,./crop_h2/I00057.png,6B26050,0
./crop_m2/I00058.png,./crop_m2/I00058.png,8B64702,0
./crop_m2/I00058.png,./crop_h2/I00058.png,8B64702,0
./crop_m2/I00059.png,./crop_m2/I00059.png,3Z63187,0
./crop_m2/I00059.png,./crop_h2/I00059.png,3Z63187,0
./crop_m2/I00060.png,./crop_m2/I00060.png,4AZ3802,0
./crop_m2/I00060.png,./crop_h2/I00060.png,4AZ3802,0
./crop_m2/I00061.png,./crop_m2/I00061.png,7B57267,0
./crop_m2/I00061.png,./crop_h2/I00061.png,7B57267,0
./crop_m2/I00062.png,./crop_m2/I00062.png,2Z52689,0
./crop_m2/I00062.png,./crop_h2/I00062.png,2Z52689,0
./crop_m2/I00063.png,./crop_m2/I00063.png,6B88304,0
./crop_m2/I00063.png,./crop_h2/I00063.png,6B88304,0
./crop_m2/I00064.png,./crop_m2/I00064.png,4E02304,0
./crop_m2/I00064.png,./crop_h2/I00064.png,4E02304,0
./crop_m2/I00065.png,./crop_m2/I00065.png,7B40988,0
./crop_m2/I00065.png,./crop_h2/I00065.png,7B40988,0
./crop_m2/I00066.png,./crop_m2/I00066.png,7B94261,0
./crop_m2/I00066.png,./crop_h2/I00066.png,7B94261,0
./crop_m2/I00067.png,./crop_m2/I00067.png,5B11149,0
./crop_m2/I00067.png,./crop_h2/I00067.png,5B11149,0
./crop_m2/I00068.png,./crop_m2/I00068.png,2B74289,0
./crop_m2/I00068.png,./crop_h2/I00068.png,2B74289,0
./crop_m2/I00069.png,./crop_m2/I00069.png,9B64064,0
./crop_m2/I00069.png,./crop_h2/I00069.png,9B64064,0
./crop_m2/I00070.png,./crop_m2/I00070.png,1B85815,0
./crop_m2/I00070.png,./crop_h2/I00070.png,1B85815,0
./crop_m2/I00071.png,./crop_m2/I00071.png,7B98453,0
./crop_m2/I00071.png,./crop_h2/I00071.png,7B98453,0
./crop_m2/I00072.png,./crop_m2/I00072.png,9B59729,0
./crop_m2/I00072.png,./crop_h2/I00072.png,9B59729,0
./crop_m2/I00073.png,./crop_m2/I00073.png,5B11149,0
./crop_m2/I00073.png,./crop_h2/I00073.png,5B11149,0
./crop_m2/I00074.png,./crop_m2/I00074.png,5B11300,0
./crop_m2/I00074.png,./crop_h2/I00074.png,5B11300,0
./crop_m2/I00075.png,./crop_m2/I00075.png,1BA3428,0
./crop_m2/I00075.png,./crop_h2/I00075.png,1BA3428,0
./crop_m2/I00076.png,./crop_m2/I00076.png,1BD0679,0
./crop_m2/I00076.png,./crop_h2/I00076.png,1BD0679,0
./crop_m2/I00077.png,./crop_m2/I00077.png,5B82908,0
./crop_m2/I00077.png,./crop_h2/I00077.png,5B82908,0
./crop_m3/I00000.png,./crop_m3/I00000.png,4E02304,0
./crop_m3/I00000.png,./crop_h3/I00000.png,4E02304,0
./crop_m3/I00001.png,./crop_m3/I00001.png,9B43104,0
./crop_m3/I00001.png,./crop_h3/I00001.png,9B43104,0
./crop_m3/I00002.png,./crop_m3/I00002.png,BZL4085,0
./crop_m3/I00002.png,./crop_h3/I00002.png,BZL4085,0
./crop_m3/I00003.png,./crop_m3/I00003.png,7B14095,0
./crop_m3/I00003.png,./crop_h3/I00003.png,7B14095,0
./crop_m3/I00004.png,./crop_m3/I00004.png,1BA2905,0
./crop_m3/I00004.png,./crop_h3/I00004.png,1BA2905,0
./crop_m3/I00005.png,./crop_m3/I00005.png,6C71390,0
./crop_m3/I00005.png,./crop_h3/I00005.png,6C71390,0
./crop_m3/I00006.png,./crop_m3/I00006.png,8B46851,0
./crop_m3/I00006.png,./crop_h3/I00006.png,8B46851,0
./crop_m3/I00007.png,./crop_m3/I00007.png,6B45495,0
./crop_m3/I00007.png,./crop_h3/I00007.png,6B45495,0
./crop_m3/I00008.png,./crop_m3/I00008.png,4B82840,0
./crop_m3/I00008.png,./crop_h3/I00008.png,4B82840,0
./crop_m3/I00009.png,./crop_m3/I00009.png,4M34462,0
./crop_m3/I00009.png,./crop_h3/I00009.png,4M34462,0
./crop_m3/I00010.png,./crop_m3/I00010.png,6M04291,0
./crop_m3/I00010.png,./crop_h3/I00010.png,6M04291,0
./crop_m3/I00011.png,./crop_m3/I00011.png,5B05531,0
./crop_m3/I00011.png,./crop_h3/I00011.png,5B05531,0
./crop_m3/I00012.png,./crop_m3/I00012.png,5Z15057,0
./crop_m3/I00012.png,./crop_h3/I00012.png,5Z15057,0
./crop_m3/I00013.png,./crop_m3/I00013.png,4Z42407,0
./crop_m3/I00013.png,./crop_h3/I00013.png,4Z42407,0
./crop_m3/I00014.png,./crop_m3/I00014.png,3S86899,0
./crop_m3/I00014.png,./crop_h3/I00014.png,3S86899,0
./crop_m3/I00015.png,./crop_m3/I00015.png,9B33297,0
./crop_m3/I00015.png,./crop_h3/I00015.png,9B33297,0
./crop_m3/I00016.png,./crop_m3/I00016.png,7B66657,0
./crop_m3/I00016.png,./crop_h3/I00016.png,7B66657,0
./crop_m3/I00017.png,./crop_m3/I00017.png,7B27254,0
./crop_m3/I00017.png,./crop_h3/I00017.png,7B27254,0
./crop_m3/I00018.png,./crop_m3/I00018.png,4AX9660,0
./crop_m3/I00018.png,./crop_h3/I00018.png,4AX9660,0
./crop_m3/I00019.png,./crop_m3/I00019.png,3B60372,0
./crop_m3/I00019.png,./crop_h3/I00019.png,3B60372,0
./crop_m3/I00020.png,./crop_m3/I00020.png,1B61178,0
./crop_m3/I00020.png,./crop_h3/I00020.png,1B61178,0
./crop_m3/I00021.png,./crop_m3/I00021.png,9B88363,0
./crop_m3/I00021.png,./crop_h3/I00021.png,9B88363,0
./crop_m3/I00022.png,./crop_m3/I00022.png,7B12151,0
./crop_m3/I00022.png,./crop_h3/I00022.png,7B12151,0
./crop_m3/I00023.png,./crop_m3/I00023.png,7B12151,0
./crop_m3/I00023.png,./crop_h3/I00023.png,7B12151,0
./crop_m3/I00024.png,./crop_m3/I00024.png,9B30130,0
./crop_m3/I00024.png,./crop_h3/I00024.png,9B30130,0
./crop_m3/I00025.png,./crop_m3/I00025.png,9B30130,0
./crop_m3/I00025.png,./crop_h3/I00025.png,9B30130,0
./crop_m3/I00026.png,./crop_m3/I00026.png,1BA1114,0
./crop_m3/I00026.png,./crop_h3/I00026.png,1BA1114,0
./crop_m3/I00027.png,./crop_m3/I00027.png,9B88363,0
./crop_m3/I00027.png,./crop_h3/I00027.png,9B88363,0
./crop_m3/I00028.png,./crop_m3/I00028.png,5B06256,0
./crop_m3/I00028.png,./crop_h3/I00028.png,5B06256,0
./crop_m3/I00029.png,./crop_m3/I00029.png,1BA1114,0
./crop_m3/I00029.png,./crop_h3/I00029.png,1BA1114,0
./crop_m3/I00030.png,./crop_m3/I00030.png,9B30034,0
./crop_m3/I00030.png,./crop_h3/I00030.png,9B30034,0
./crop_m3/I00031.png,./crop_m3/I00031.png,5B20773,0
./crop_m3/I00031.png,./crop_h3/I00031.png,5B20773,0
./crop_m3/I00032.png,./crop_m3/I00032.png,8B26229,0
./crop_m3/I00032.png,./crop_h3/I00032.png,8B26229,0
./crop_m3/I00033.png,./crop_m3/I00033.png,1B37208,0
./crop_m3/I00033.png,./crop_h3/I00033.png,1B37208,0
./crop_m3/I00034.png,./crop_m3/I00034.png,2Z52689,0
./crop_m3/I00034.png,./crop_h3/I00034.png,2Z52689,0
./crop_m3/I00035.png,./crop_m3/I00035.png,2B46175,0
./crop_m3/I00035.png,./crop_h3/I00035.png,2B46175,0
./crop_m3/I00036.png,./crop_m3/I00036.png,7B63766,0
./crop_m3/I00036.png,./crop_h3/I00036.png,7B63766,0
./crop_m3/I00037.png,./crop_m3/I00037.png,B0L3403,0
./crop_m3/I00037.png,./crop_h3/I00037.png,B0L3403,0
./crop_m3/I00038.png,./crop_m3/I00038.png,2B57127,0
./crop_m3/I00038.png,./crop_h3/I00038.png,2B57127,0
./crop_m3/I00039.png,./crop_m3/I00039.png,1BC6703,0
./crop_m3/I00039.png,./crop_h3/I00039.png,1BC6703,0
./crop_m3/I00040.png,./crop_m3/I00040.png,7B11607,0
./crop_m3/I00040.png,./crop_h3/I00040.png,7B11607,0
./crop_m3/I00041.png,./crop_m3/I00041.png,4B07003,0
./crop_m3/I00041.png,./crop_h3/I00041.png,4B07003,0
./crop_m3/I00042.png,./crop_m3/I00042.png,8B53308,0
./crop_m3/I00042.png,./crop_h3/I00042.png,8B53308,0
./crop_m3/I00043.png,./crop_m3/I00043.png,9B13973,0
./crop_m3/I00043.png,./crop_h3/I00043.png,9B13973,0
./crop_m3/I00044.png,./crop_m3/I00044.png,5B57928,0
./crop_m3/I00044.png,./crop_h3/I00044.png,5B57928,0
./crop_m3/I00045.png,./crop_m3/I00045.png,5B99527,0
./crop_m3/I00045.png,./crop_h3/I00045.png,5B99527,0
./crop_m3/I00046.png,./crop_m3/I00046.png,9B83305,0
./crop_m3/I00046.png,./crop_h3/I00046.png,9B83305,0
./crop_m3/I00047.png,./crop_m3/I00047.png,3SA6413,0
./crop_m3/I00047.png,./crop_h3/I00047.png,3SA6413,0
./crop_m3/I00048.png,./crop_m3/I00048.png,4AF9553,0
./crop_m3/I00048.png,./crop_h3/I00048.png,4AF9553,0
./crop_m3/I00049.png,./crop_m3/I00049.png,1Z35206,0
./crop_m3/I00049.png,./crop_h3/I00049.png,1Z35206,0
./crop_m3/I00050.png,./crop_m3/I00050.png,8B41958,0
./crop_m3/I00050.png,./crop_h3/I00050.png,8B41958,0
./crop_m3/I00051.png,./crop_m3/I00051.png,3Z63187,0
./crop_m3/I00051.png,./crop_h3/I00051.png,3Z63187,0
./crop_m3/I00052.png,./crop_m3/I00052.png,2SZ4642,0
./crop_m3/I00052.png,./crop_h3/I00052.png,2SZ4642,0
./crop_m3/I00053.png,./crop_m3/I00053.png,6B89358,0
./crop_m3/I00053.png,./crop_h3/I00053.png,6B89358,0
./crop_m3/I00054.png,./crop_m3/I00054.png,2B38280,0
./crop_m3/I00054.png,./crop_h3/I00054.png,2B38280,0
./crop_m3/I00055.png,./crop_m3/I00055.png,6B34859,0
./crop_m3/I00055.png,./crop_h3/I00055.png,6B34859,0
./crop_m3/I00056.png,./crop_m3/I00056.png,4B76148,0
./crop_m3/I00056.png,./crop_h3/I00056.png,4B76148,0
./crop_m3/I00057.png,./crop_m3/I00057.png,8B81013,0
./crop_m3/I00057.png,./crop_h3/I00057.png,8B81013,0
./crop_m3/I00058.png,./crop_m3/I00058.png,7B88517,0
./crop_m3/I00058.png,./crop_h3/I00058.png,7B88517,0
./crop_m3/I00059.png,./crop_m3/I00059.png,1B27247,0
./crop_m3/I00059.png,./crop_h3/I00059.png,1B27247,0
./crop_m3/I00060.png,./crop_m3/I00060.png,BZP6480,0
./crop_m3/I00060.png,./crop_h3/I00060.png,BZP6480,0
./crop_m3/I00061.png,./crop_m3/I00061.png,1BA8370,0
./crop_m3/I00061.png,./crop_h3/I00061.png,1BA8370,0
./crop_m3/I00062.png,./crop_m3/I00062.png,BZP6480,0
./crop_m3/I00062.png,./crop_h3/I00062.png,BZP6480,0
./crop_m3/I00063.png,./crop_m3/I00063.png,5J04027,0
./crop_m3/I00063.png,./crop_h3/I00063.png,5J04027,0
./crop_m3/I00064.png,./crop_m3/I00064.png,7B65585,0
./crop_m3/I00064.png,./crop_h3/I00064.png,7B65585,0
./crop_m3/I00065.png,./crop_m3/I00065.png,9B91420,0
./crop_m3/I00065.png,./crop_h3/I00065.png,9B91420,0
./crop_m3/I00066.png,./crop_m3/I00066.png,8B60552,0
./crop_m3/I00066.png,./crop_h3/I00066.png,8B60552,0
./crop_m3/I00067.png,./crop_m3/I00067.png,5B38434,0
./crop_m3/I00067.png,./crop_h3/I00067.png,5B38434,0
./crop_m3/I00068.png,./crop_m3/I00068.png,7B44167,0
./crop_m3/I00068.png,./crop_h3/I00068.png,7B44167,0
./crop_m3/I00069.png,./crop_m3/I00069.png,3B41980,0
./crop_m3/I00069.png,./crop_h3/I00069.png,3B41980,0
./crop_m3/I00070.png,./crop_m3/I00070.png,8B69588,0
./crop_m3/I00070.png,./crop_h3/I00070.png,8B69588,0
./crop_m3/I00071.png,./crop_m3/I00071.png,2AX4938,0
./crop_m3/I00071.png,./crop_h3/I00071.png,2AX4938,0
./crop_m3/I00072.png,./crop_m3/I00072.png,7B30135,0
./crop_m3/I00072.png,./crop_h3/I00072.png,7B30135,0
./crop_m3/I00073.png,./crop_m3/I00073.png,2AX4938,0
./crop_m3/I00073.png,./crop_h3/I00073.png,2AX4938,0
./crop_m3/I00074.png,./crop_m3/I00074.png,5B77379,0
./crop_m3/I00074.png,./crop_h3/I00074.png,5B77379,0
./crop_m3/I00075.png,./crop_m3/I00075.png,7B73485,0
./crop_m3/I00075.png,./crop_h3/I00075.png,7B73485,0
./crop_m3/I00076.png,./crop_m3/I00076.png,BZL3400,0
./crop_m3/I00076.png,./crop_h3/I00076.png,BZL3400,0
./crop_m3/I00077.png,./crop_m3/I00077.png,4B60620,0
./crop_m3/I00077.png,./crop_h3/I00077.png,4B60620,0
./crop_m3/I00078.png,./crop_m3/I00078.png,3B09932,0
./crop_m3/I00078.png,./crop_h3/I00078.png,3B09932,0
./crop_m3/I00079.png,./crop_m3/I00079.png,8T77462,0
./crop_m3/I00079.png,./crop_h3/I00079.png,8T77462,0
./crop_m3/I00080.png,./crop_m3/I00080.png,9T19202,0
./crop_m3/I00080.png,./crop_h3/I00080.png,9T19202,0
./crop_m3/I00081.png,./crop_m3/I00081.png,9B45193,0
./crop_m3/I00081.png,./crop_h3/I00081.png,9B45193,0
./crop_m3/I00082.png,./crop_m3/I00082.png,1B70230,0
./crop_m3/I00082.png,./crop_h3/I00082.png,1B70230,0
./crop_m3/I00083.png,./crop_m3/I00083.png,8B47318,0
./crop_m3/I00083.png,./crop_h3/I00083.png,8B47318,0
./crop_m3/I00084.png,./crop_m3/I00084.png,1BI2138,0
./crop_m3/I00084.png,./crop_h3/I00084.png,1BI2138,0
./crop_m3/I00085.png,./crop_m3/I00085.png,7B46204,0
./crop_m3/I00085.png,./crop_h3/I00085.png,7B46204,0
./crop_m3/I00086.png,./crop_m3/I00086.png,5B23615,0
./crop_m3/I00086.png,./crop_h3/I00086.png,5B23615,0
./crop_m3/I00087.png,./crop_m3/I00087.png,2B76686,0
./crop_m3/I00087.png,./crop_h3/I00087.png,2B76686,0
./crop_m3/I00088.png,./crop_m3/I00088.png,8B03653,0
./crop_m3/I00088.png,./crop_h3/I00088.png,8B03653,0
./crop_m3/I00089.png,./crop_m3/I00089.png,1E59706,0
./crop_m3/I00089.png,./crop_h3/I00089.png,1E59706,0
./crop_m3/I00090.png,./crop_m3/I00090.png,1BB9110,0
./crop_m3/I00090.png,./crop_h3/I00090.png,1BB9110,0
./crop_m3/I00091.png,./crop_m3/I00091.png,5B24546,0
./crop_m3/I00091.png,./crop_h3/I00091.png,5B24546,0
./crop_m3/I00092.png,./crop_m3/I00092.png,9B29274,0
./crop_m3/I00092.png,./crop_h3/I00092.png,9B29274,0
./crop_m3/I00093.png,./crop_m3/I00093.png,9B13772,0
./crop_m3/I00093.png,./crop_h3/I00093.png,9B13772,0
./crop_m3/I00094.png,./crop_m3/I00094.png,8B77932,0
./crop_m3/I00094.png,./crop_h3/I00094.png,8B77932,0
./crop_m3/I00095.png,./crop_m3/I00095.png,2B97325,0
./crop_m3/I00095.png,./crop_h3/I00095.png,2B97325,0
./crop_m3/I00096.png,./crop_m3/I00096.png,7B76600,0
./crop_m3/I00096.png,./crop_h3/I00096.png,7B76600,0
./crop_m3/I00097.png,./crop_m3/I00097.png,9B98777,0
./crop_m3/I00097.png,./crop_h3/I00097.png,9B98777,0
./crop_m3/I00098.png,./crop_m3/I00098.png,2B75836,0
./crop_m3/I00098.png,./crop_h3/I00098.png,2B75836,0
./crop_m3/I00099.png,./crop_m3/I00099.png,8B22920,0
./crop_m3/I00099.png,./crop_h3/I00099.png,8B22920,0
./crop_m3/I00100.png,./crop_m3/I00100.png,1B05002,0
./crop_m3/I00100.png,./crop_h3/I00100.png,1B05002,0
./crop_m3/I00101.png,./crop_m3/I00101.png,7B31947,0
./crop_m3/I00101.png,./crop_h3/I00101.png,7B31947,0
./crop_m3/I00102.png,./crop_m3/I00102.png,9B14015,0
./crop_m3/I00102.png,./crop_h3/I00102.png,9B14015,0
./crop_m3/I00103.png,./crop_m3/I00103.png,BZL5685,0
./crop_m3/I00103.png,./crop_h3/I00103.png,BZL5685,0
./crop_m3/I00104.png,./crop_m3/I00104.png,2E67175,0
./crop_m3/I00104.png,./crop_h3/I00104.png,2E67175,0
./crop_m3/I00105.png,./crop_m3/I00105.png,7B35438,0
./crop_m3/I00105.png,./crop_h3/I00105.png,7B35438,0
./crop_m3/I00106.png,./crop_m3/I00106.png,3K29729,0
./crop_m3/I00106.png,./crop_h3/I00106.png,3K29729,0
./crop_m3/I00107.png,./crop_m3/I00107.png,4B96914,0
./crop_m3/I00107.png,./crop_h3/I00107.png,4B96914,0
./crop_m3/I00108.png,./crop_m3/I00108.png,8B86266,0
./crop_m3/I00108.png,./crop_h3/I00108.png,8B86266,0
./crop_m3/I00109.png,./crop_m3/I00109.png,6B03119,0
./crop_m3/I00109.png,./crop_h3/I00109.png,6B03119,0
./crop_m3/I00110.png,./crop_m3/I00110.png,8B86266,0
./crop_m3/I00110.png,./crop_h3/I00110.png,8B86266,0
./crop_m3/I00111.png,./crop_m3/I00111.png,7B34216,0
./crop_m3/I00111.png,./crop_h3/I00111.png,7B34216,0
